Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;data;Chegadas
África;1;África do Sul;1;Amapá;3;Fluvial;4;2023-05-31;3
África;1;África do Sul;1;Amapá;3;Fluvial;4;2023-06-30;0
África;1;África do Sul;1;Amapá;3;Fluvial;4;2023-10-31;6
África;1;África do Sul;1;Amapá;3;Fluvial;4;2023-11-30;0
África;1;África do Sul;1;Amapá;3;Fluvial;4;2023-12-31;3
Europa;6;Outros países;89;Amapá;3;Fluvial;4;2023-11-30;0
Europa;6;Outros países;89;Amapá;3;Fluvial;4;2023-12-31;0
Europa;6;Alemanha;57;Amapá;3;Fluvial;4;2023-01-31;0
Europa;6;Alemanha;57;Amapá;3;Fluvial;4;2023-02-28;1
Europa;6;Alemanha;57;Amapá;3;Fluvial;4;2023-04-30;4
Europa;6;Alemanha;57;Amapá;3;Fluvial;4;2023-05-31;11
Europa;6;Alemanha;57;Amapá;3;Fluvial;4;2023-10-31;1
Europa;6;Alemanha;57;Amapá;3;Fluvial;4;2023-11-30;13
Europa;6;Alemanha;57;Amapá;3;Fluvial;4;2023-12-31;23
Ásia;5;Arábia Saudita;38;Amapá;3;Fluvial;4;2023-02-28;2
América do Sul;4;Argentina;26;Amapá;3;Fluvial;4;2023-10-31;3
América do Sul;4;Argentina;26;Amapá;3;Fluvial;4;2023-11-30;2
América do Sul;4;Argentina;26;Amapá;3;Fluvial;4;2023-12-31;2
Oceania;7;Austrália;90;Amapá;3;Fluvial;4;2023-02-28;5
Oceania;7;Austrália;90;Amapá;3;Fluvial;4;2023-04-30;13
Oceania;7;Austrália;90;Amapá;3;Fluvial;4;2023-05-31;29
Oceania;7;Austrália;90;Amapá;3;Fluvial;4;2023-10-31;5
Oceania;7;Austrália;90;Amapá;3;Fluvial;4;2023-11-30;29
Oceania;7;Austrália;90;Amapá;3;Fluvial;4;2023-12-31;16
Europa;6;Áustria;58;Amapá;3;Fluvial;4;2023-04-30;0
Europa;6;Áustria;58;Amapá;3;Fluvial;4;2023-05-31;2
Europa;6;Áustria;58;Amapá;3;Fluvial;4;2023-11-30;0
Europa;6;Áustria;58;Amapá;3;Fluvial;4;2023-12-31;0
Europa;6;Bélgica;59;Amapá;3;Fluvial;4;2023-05-31;1
Europa;6;Bélgica;59;Amapá;3;Fluvial;4;2023-11-30;7
Europa;6;Bélgica;59;Amapá;3;Fluvial;4;2023-12-31;8
Europa;6;Bulgária;60;Amapá;3;Fluvial;4;2023-10-31;3
Europa;6;Bulgária;60;Amapá;3;Fluvial;4;2023-11-30;0
América do Norte;3;Canadá;23;Amapá;3;Fluvial;4;2023-01-31;66
América do Norte;3;Canadá;23;Amapá;3;Fluvial;4;2023-02-28;48
América do Norte;3;Canadá;23;Amapá;3;Fluvial;4;2023-04-30;29
América do Norte;3;Canadá;23;Amapá;3;Fluvial;4;2023-05-31;12
América do Norte;3;Canadá;23;Amapá;3;Fluvial;4;2023-10-31;20
América do Norte;3;Canadá;23;Amapá;3;Fluvial;4;2023-11-30;60
América do Norte;3;Canadá;23;Amapá;3;Fluvial;4;2023-12-31;189
Ásia;5;Outros países;56;Amapá;3;Fluvial;4;2023-12-31;0
América do Sul;4;Chile;28;Amapá;3;Fluvial;4;2023-11-30;3
América do Sul;4;Chile;28;Amapá;3;Fluvial;4;2023-12-31;1
Ásia;5;China;40;Amapá;3;Fluvial;4;2023-04-30;0
Ásia;5;China;40;Amapá;3;Fluvial;4;2023-05-31;3
Ásia;5;China;40;Amapá;3;Fluvial;4;2023-10-31;1
Ásia;5;China;40;Amapá;3;Fluvial;4;2023-11-30;0
Ásia;5;China;40;Amapá;3;Fluvial;4;2023-12-31;3
Ásia;5;Cingapura;42;Amapá;3;Fluvial;4;2023-10-31;1
Ásia;5;Cingapura;42;Amapá;3;Fluvial;4;2023-11-30;0
América do Sul;4;Colômbia;29;Amapá;3;Fluvial;4;2023-10-31;1
América do Sul;4;Colômbia;29;Amapá;3;Fluvial;4;2023-12-31;0
América Central e Caribe;2;Costa Rica;12;Amapá;3;Fluvial;4;2023-05-31;1
América Central e Caribe;2;Costa Rica;12;Amapá;3;Fluvial;4;2023-10-31;2
Europa;6;Croácia;61;Amapá;3;Fluvial;4;2023-11-30;0
Europa;6;Croácia;61;Amapá;3;Fluvial;4;2023-12-31;0
América Central e Caribe;2;Cuba;13;Amapá;3;Fluvial;4;2023-12-31;1
Europa;6;Dinamarca;62;Amapá;3;Fluvial;4;2023-04-30;3
Europa;6;Dinamarca;62;Amapá;3;Fluvial;4;2023-05-31;2
Europa;6;Dinamarca;62;Amapá;3;Fluvial;4;2023-11-30;4
Europa;6;Dinamarca;62;Amapá;3;Fluvial;4;2023-12-31;2
América do Sul;4;Equador;30;Amapá;3;Fluvial;4;2023-04-30;0
América do Sul;4;Equador;30;Amapá;3;Fluvial;4;2023-10-31;1
América do Sul;4;Equador;30;Amapá;3;Fluvial;4;2023-12-31;2
Europa;6;Eslováquia;63;Amapá;3;Fluvial;4;2023-12-31;0
Europa;6;Eslovênia;64;Amapá;3;Fluvial;4;2023-12-31;1
Europa;6;Espanha;65;Amapá;3;Fluvial;4;2023-05-31;8
Europa;6;Espanha;65;Amapá;3;Fluvial;4;2023-10-31;2
Europa;6;Espanha;65;Amapá;3;Fluvial;4;2023-11-30;2
Europa;6;Espanha;65;Amapá;3;Fluvial;4;2023-12-31;2
América do Norte;3;Estados Unidos;24;Amapá;3;Fluvial;4;2023-01-31;798
América do Norte;3;Estados Unidos;24;Amapá;3;Fluvial;4;2023-02-28;773
América do Norte;3;Estados Unidos;24;Amapá;3;Fluvial;4;2023-04-30;271
América do Norte;3;Estados Unidos;24;Amapá;3;Fluvial;4;2023-05-31;150
América do Norte;3;Estados Unidos;24;Amapá;3;Fluvial;4;2023-07-31;0
América do Norte;3;Estados Unidos;24;Amapá;3;Fluvial;4;2023-10-31;142
América do Norte;3;Estados Unidos;24;Amapá;3;Fluvial;4;2023-11-30;171
América do Norte;3;Estados Unidos;24;Amapá;3;Fluvial;4;2023-12-31;802
Europa;6;Estônia;66;Amapá;3;Fluvial;4;2023-05-31;2
Ásia;5;Filipinas;43;Amapá;3;Fluvial;4;2023-01-31;3
Ásia;5;Filipinas;43;Amapá;3;Fluvial;4;2023-02-28;6
Ásia;5;Filipinas;43;Amapá;3;Fluvial;4;2023-04-30;2
Ásia;5;Filipinas;43;Amapá;3;Fluvial;4;2023-05-31;1
Ásia;5;Filipinas;43;Amapá;3;Fluvial;4;2023-10-31;31
Ásia;5;Filipinas;43;Amapá;3;Fluvial;4;2023-11-30;2
Ásia;5;Filipinas;43;Amapá;3;Fluvial;4;2023-12-31;4
Europa;6;Finlândia;67;Amapá;3;Fluvial;4;2023-05-31;1
Europa;6;Finlândia;67;Amapá;3;Fluvial;4;2023-11-30;0
Europa;6;França;68;Amapá;3;Fluvial;4;2023-04-30;2
Europa;6;França;68;Amapá;3;Fluvial;4;2023-05-31;4
Europa;6;França;68;Amapá;3;Fluvial;4;2023-10-31;1
Europa;6;França;68;Amapá;3;Fluvial;4;2023-11-30;0
Europa;6;França;68;Amapá;3;Fluvial;4;2023-12-31;0
Europa;6;Grécia;69;Amapá;3;Fluvial;4;2023-01-31;7
Europa;6;Grécia;69;Amapá;3;Fluvial;4;2023-04-30;1
Europa;6;Grécia;69;Amapá;3;Fluvial;4;2023-09-30;0
Europa;6;Grécia;69;Amapá;3;Fluvial;4;2023-10-31;2
Europa;6;Grécia;69;Amapá;3;Fluvial;4;2023-11-30;1
Europa;6;Grécia;69;Amapá;3;Fluvial;4;2023-12-31;0
América Central e Caribe;2;Guatemala;15;Amapá;3;Fluvial;4;2023-12-31;0
Europa;6;Holanda;70;Amapá;3;Fluvial;4;2023-04-30;2
Europa;6;Holanda;70;Amapá;3;Fluvial;4;2023-05-31;3
Europa;6;Holanda;70;Amapá;3;Fluvial;4;2023-10-31;8
Europa;6;Holanda;70;Amapá;3;Fluvial;4;2023-11-30;8
Europa;6;Holanda;70;Amapá;3;Fluvial;4;2023-12-31;5
América Central e Caribe;2;Honduras;17;Amapá;3;Fluvial;4;2023-05-31;1
América Central e Caribe;2;Honduras;17;Amapá;3;Fluvial;4;2023-11-30;0
América Central e Caribe;2;Honduras;17;Amapá;3;Fluvial;4;2023-12-31;1
Europa;6;Hungria;71;Amapá;3;Fluvial;4;2023-02-28;1
Europa;6;Hungria;71;Amapá;3;Fluvial;4;2023-12-31;0
Ásia;5;Índia;44;Amapá;3;Fluvial;4;2023-07-31;0
Ásia;5;Índia;44;Amapá;3;Fluvial;4;2023-10-31;4
Ásia;5;Índia;44;Amapá;3;Fluvial;4;2023-11-30;0
Ásia;5;Índia;44;Amapá;3;Fluvial;4;2023-12-31;1
Ásia;5;Indonésia;45;Amapá;3;Fluvial;4;2023-05-31;10
Ásia;5;Indonésia;45;Amapá;3;Fluvial;4;2023-11-30;0
Europa;6;Irlanda;72;Amapá;3;Fluvial;4;2023-01-31;1
Europa;6;Irlanda;72;Amapá;3;Fluvial;4;2023-04-30;4
Europa;6;Irlanda;72;Amapá;3;Fluvial;4;2023-10-31;1
Europa;6;Irlanda;72;Amapá;3;Fluvial;4;2023-11-30;5
Europa;6;Irlanda;72;Amapá;3;Fluvial;4;2023-12-31;2
Ásia;5;Israel;47;Amapá;3;Fluvial;4;2023-11-30;2
Ásia;5;Israel;47;Amapá;3;Fluvial;4;2023-12-31;2
Europa;6;Itália;73;Amapá;3;Fluvial;4;2023-05-31;0
Europa;6;Itália;73;Amapá;3;Fluvial;4;2023-10-31;2
Europa;6;Itália;73;Amapá;3;Fluvial;4;2023-11-30;4
Europa;6;Itália;73;Amapá;3;Fluvial;4;2023-12-31;0
América Central e Caribe;2;Outros países;22;Amapá;3;Fluvial;4;2023-11-30;0
Ásia;5;Japão;48;Amapá;3;Fluvial;4;2023-05-31;2
Ásia;5;Japão;48;Amapá;3;Fluvial;4;2023-06-30;0
Ásia;5;Japão;48;Amapá;3;Fluvial;4;2023-08-31;0
Ásia;5;Japão;48;Amapá;3;Fluvial;4;2023-11-30;0
Ásia;5;Japão;48;Amapá;3;Fluvial;4;2023-12-31;2
Europa;6;Letônia;74;Amapá;3;Fluvial;4;2023-10-31;1
Europa;6;Lituânia;75;Amapá;3;Fluvial;4;2023-10-31;4
Europa;6;Luxemburgo;76;Amapá;3;Fluvial;4;2023-12-31;0
Europa;6;Outros países;89;Amapá;3;Fluvial;4;2023-10-31;1
Ásia;5;Malásia;50;Amapá;3;Fluvial;4;2023-10-31;1
Ásia;5;Malásia;50;Amapá;3;Fluvial;4;2023-11-30;1
África;1;Outros países;11;Amapá;3;Fluvial;4;2023-04-30;2
África;1;Outros países;11;Amapá;3;Fluvial;4;2023-11-30;0
América do Norte;3;México;25;Amapá;3;Fluvial;4;2023-02-28;2
América do Norte;3;México;25;Amapá;3;Fluvial;4;2023-10-31;0
América do Norte;3;México;25;Amapá;3;Fluvial;4;2023-11-30;3
América do Norte;3;México;25;Amapá;3;Fluvial;4;2023-12-31;0
África;1;Outros países;11;Amapá;3;Fluvial;4;2023-05-31;0
Europa;6;Noruega;77;Amapá;3;Fluvial;4;2023-04-30;1
Europa;6;Noruega;77;Amapá;3;Fluvial;4;2023-10-31;1
Europa;6;Noruega;77;Amapá;3;Fluvial;4;2023-11-30;63
Europa;6;Noruega;77;Amapá;3;Fluvial;4;2023-12-31;4
Oceania;7;Nova Zelândia;91;Amapá;3;Fluvial;4;2023-02-28;3
Oceania;7;Nova Zelândia;91;Amapá;3;Fluvial;4;2023-10-31;5
Oceania;7;Nova Zelândia;91;Amapá;3;Fluvial;4;2023-11-30;2
Oceania;7;Nova Zelândia;91;Amapá;3;Fluvial;4;2023-12-31;8
América Central e Caribe;2;Panamá;19;Amapá;3;Fluvial;4;2023-06-30;0
América Central e Caribe;2;Panamá;19;Amapá;3;Fluvial;4;2023-10-31;1
América Central e Caribe;2;Panamá;19;Amapá;3;Fluvial;4;2023-12-31;0
América do Sul;4;Peru;34;Amapá;3;Fluvial;4;2023-02-28;1
América do Sul;4;Peru;34;Amapá;3;Fluvial;4;2023-10-31;3
América do Sul;4;Peru;34;Amapá;3;Fluvial;4;2023-11-30;0
América do Sul;4;Peru;34;Amapá;3;Fluvial;4;2023-12-31;0
Europa;6;Polônia;78;Amapá;3;Fluvial;4;2023-01-31;3
Europa;6;Polônia;78;Amapá;3;Fluvial;4;2023-04-30;2
Europa;6;Polônia;78;Amapá;3;Fluvial;4;2023-05-31;2
Europa;6;Polônia;78;Amapá;3;Fluvial;4;2023-10-31;1
Europa;6;Polônia;78;Amapá;3;Fluvial;4;2023-11-30;0
Europa;6;Polônia;78;Amapá;3;Fluvial;4;2023-12-31;0
Europa;6;Portugal;79;Amapá;3;Fluvial;4;2023-10-31;2
Europa;6;Reino Unido;80;Amapá;3;Fluvial;4;2023-01-31;30
Europa;6;Reino Unido;80;Amapá;3;Fluvial;4;2023-02-28;55
Europa;6;Reino Unido;80;Amapá;3;Fluvial;4;2023-04-30;119
Europa;6;Reino Unido;80;Amapá;3;Fluvial;4;2023-05-31;31
Europa;6;Reino Unido;80;Amapá;3;Fluvial;4;2023-10-31;32
Europa;6;Reino Unido;80;Amapá;3;Fluvial;4;2023-11-30;96
Europa;6;Reino Unido;80;Amapá;3;Fluvial;4;2023-12-31;189
Ásia;5;República da Coreia;52;Amapá;3;Fluvial;4;2023-03-31;0
Ásia;5;República da Coreia;52;Amapá;3;Fluvial;4;2023-12-31;4
América Central e Caribe;2;República Dominicana;20;Amapá;3;Fluvial;4;2023-05-31;0
América Central e Caribe;2;República Dominicana;20;Amapá;3;Fluvial;4;2023-12-31;0
Europa;6;República Tcheca;81;Amapá;3;Fluvial;4;2023-11-30;0
Europa;6;Romênia;82;Amapá;3;Fluvial;4;2023-02-28;2
Europa;6;Romênia;82;Amapá;3;Fluvial;4;2023-04-30;1
Europa;6;Romênia;82;Amapá;3;Fluvial;4;2023-10-31;1
Europa;6;Romênia;82;Amapá;3;Fluvial;4;2023-11-30;0
Europa;6;Romênia;82;Amapá;3;Fluvial;4;2023-12-31;0
Europa;6;Rússia;83;Amapá;3;Fluvial;4;2023-02-28;1
Europa;6;Rússia;83;Amapá;3;Fluvial;4;2023-11-30;2
Europa;6;Rússia;83;Amapá;3;Fluvial;4;2023-12-31;0
Europa;6;Sérvia;84;Amapá;3;Fluvial;4;2023-10-31;0
Europa;6;Suécia;85;Amapá;3;Fluvial;4;2023-04-30;2
Europa;6;Suécia;85;Amapá;3;Fluvial;4;2023-05-31;2
Europa;6;Suécia;85;Amapá;3;Fluvial;4;2023-10-31;1
Europa;6;Suécia;85;Amapá;3;Fluvial;4;2023-11-30;38
Europa;6;Suécia;85;Amapá;3;Fluvial;4;2023-12-31;0
Europa;6;Suíça;86;Amapá;3;Fluvial;4;2023-04-30;12
Europa;6;Suíça;86;Amapá;3;Fluvial;4;2023-05-31;10
Europa;6;Suíça;86;Amapá;3;Fluvial;4;2023-10-31;2
Europa;6;Suíça;86;Amapá;3;Fluvial;4;2023-11-30;2
Europa;6;Suíça;86;Amapá;3;Fluvial;4;2023-12-31;11
Ásia;5;Tailândia;54;Amapá;3;Fluvial;4;2023-04-30;0
Ásia;5;Tailândia;54;Amapá;3;Fluvial;4;2023-11-30;0
Ásia;5;Tailândia;54;Amapá;3;Fluvial;4;2023-12-31;0
Ásia;5;Taiwan;55;Amapá;3;Fluvial;4;2023-02-28;3
Ásia;5;Taiwan;55;Amapá;3;Fluvial;4;2023-11-30;0
Europa;6;Turquia;87;Amapá;3;Fluvial;4;2023-10-31;2
Europa;6;Turquia;87;Amapá;3;Fluvial;4;2023-11-30;0
Europa;6;Turquia;87;Amapá;3;Fluvial;4;2023-12-31;0
Europa;6;Ucrânia;88;Amapá;3;Fluvial;4;2023-04-30;1
Europa;6;Ucrânia;88;Amapá;3;Fluvial;4;2023-10-31;1
Europa;6;Ucrânia;88;Amapá;3;Fluvial;4;2023-11-30;1
Europa;6;Ucrânia;88;Amapá;3;Fluvial;4;2023-12-31;0
América do Sul;4;Uruguai;36;Amapá;3;Fluvial;4;2023-12-31;0
América do Sul;4;Venezuela;37;Amapá;3;Fluvial;4;2023-05-31;0
Ásia;5;Outros países;56;Amapá;3;Fluvial;4;2023-11-30;0
Ásia;5;Outros países;56;Amapá;3;Fluvial;4;2023-04-30;17
Europa;6;Alemanha;57;Amapá;3;Fluvial;4;2023-03-31;4
Europa;6;Alemanha;57;Amapá;3;Fluvial;4;2023-06-30;2
Europa;6;Alemanha;57;Amapá;3;Fluvial;4;2023-07-31;5
Europa;6;Alemanha;57;Amapá;3;Fluvial;4;2023-08-31;1
Europa;6;Alemanha;57;Amapá;3;Fluvial;4;2023-09-30;2
Europa;6;Outros países;89;Amapá;3;Fluvial;4;2023-04-30;0
Europa;6;Outros países;89;Amapá;3;Fluvial;4;2023-08-31;0
África;1;Angola;2;Amapá;3;Fluvial;4;2023-01-31;1
África;1;Angola;2;Amapá;3;Fluvial;4;2023-07-31;0
América do Sul;4;Argentina;26;Amapá;3;Fluvial;4;2023-01-31;2
América do Sul;4;Argentina;26;Amapá;3;Fluvial;4;2023-04-30;2
América do Sul;4;Argentina;26;Amapá;3;Fluvial;4;2023-05-31;0
América do Sul;4;Argentina;26;Amapá;3;Fluvial;4;2023-06-30;0
América do Sul;4;Argentina;26;Amapá;3;Fluvial;4;2023-07-31;0
América do Sul;4;Argentina;26;Amapá;3;Fluvial;4;2023-08-31;2
América do Sul;4;Argentina;26;Amapá;3;Fluvial;4;2023-09-30;2
Oceania;7;Austrália;90;Amapá;3;Fluvial;4;2023-08-31;1
Europa;6;Áustria;58;Amapá;3;Fluvial;4;2023-03-31;0
Europa;6;Áustria;58;Amapá;3;Fluvial;4;2023-06-30;0
Europa;6;Áustria;58;Amapá;3;Fluvial;4;2023-08-31;0
Europa;6;Bélgica;59;Amapá;3;Fluvial;4;2023-01-31;2
Europa;6;Bélgica;59;Amapá;3;Fluvial;4;2023-02-28;2
Europa;6;Bélgica;59;Amapá;3;Fluvial;4;2023-03-31;4
Europa;6;Bélgica;59;Amapá;3;Fluvial;4;2023-04-30;2
Europa;6;Bélgica;59;Amapá;3;Fluvial;4;2023-06-30;0
Europa;6;Bélgica;59;Amapá;3;Fluvial;4;2023-07-31;2
Europa;6;Bélgica;59;Amapá;3;Fluvial;4;2023-08-31;1
Europa;6;Bélgica;59;Amapá;3;Fluvial;4;2023-09-30;1
Europa;6;Bélgica;59;Amapá;3;Fluvial;4;2023-10-31;2
Europa;6;Outros países;89;Amapá;3;Fluvial;4;2023-05-31;0
Europa;6;Outros países;89;Amapá;3;Fluvial;4;2023-07-31;0
América do Sul;4;Bolívia;27;Amapá;3;Fluvial;4;2023-01-31;2
América do Sul;4;Bolívia;27;Amapá;3;Fluvial;4;2023-02-28;1
América do Sul;4;Bolívia;27;Amapá;3;Fluvial;4;2023-04-30;2
América do Sul;4;Bolívia;27;Amapá;3;Fluvial;4;2023-07-31;2
América do Sul;4;Bolívia;27;Amapá;3;Fluvial;4;2023-08-31;0
América do Sul;4;Bolívia;27;Amapá;3;Fluvial;4;2023-12-31;8
Europa;6;Outros países;89;Amapá;3;Fluvial;4;2023-01-31;2
Europa;6;Bulgária;60;Amapá;3;Fluvial;4;2023-08-31;1
África;1;Outros países;11;Amapá;3;Fluvial;4;2023-06-30;0
África;1;Outros países;11;Amapá;3;Fluvial;4;2023-01-31;1
África;1;Outros países;11;Amapá;3;Fluvial;4;2023-02-28;0
África;1;Outros países;11;Amapá;3;Fluvial;4;2023-07-31;1
África;1;Outros países;11;Amapá;3;Fluvial;4;2023-08-31;1
África;1;Outros países;11;Amapá;3;Fluvial;4;2023-10-31;1
África;1;Outros países;11;Amapá;3;Fluvial;4;2023-12-31;1
América do Norte;3;Canadá;23;Amapá;3;Fluvial;4;2023-03-31;0
América do Norte;3;Canadá;23;Amapá;3;Fluvial;4;2023-06-30;1
América do Norte;3;Canadá;23;Amapá;3;Fluvial;4;2023-07-31;0
América do Norte;3;Canadá;23;Amapá;3;Fluvial;4;2023-08-31;0
América do Norte;3;Canadá;23;Amapá;3;Fluvial;4;2023-09-30;1
Ásia;5;Outros países;56;Amapá;3;Fluvial;4;2023-03-31;1
América do Sul;4;Chile;28;Amapá;3;Fluvial;4;2023-01-31;1
América do Sul;4;Chile;28;Amapá;3;Fluvial;4;2023-02-28;1
América do Sul;4;Chile;28;Amapá;3;Fluvial;4;2023-03-31;1
América do Sul;4;Chile;28;Amapá;3;Fluvial;4;2023-04-30;0
América do Sul;4;Chile;28;Amapá;3;Fluvial;4;2023-05-31;1
América do Sul;4;Chile;28;Amapá;3;Fluvial;4;2023-06-30;1
América do Sul;4;Chile;28;Amapá;3;Fluvial;4;2023-07-31;1
América do Sul;4;Chile;28;Amapá;3;Fluvial;4;2023-08-31;0
Ásia;5;China;40;Amapá;3;Fluvial;4;2023-01-31;0
América do Sul;4;Colômbia;29;Amapá;3;Fluvial;4;2023-01-31;2
América do Sul;4;Colômbia;29;Amapá;3;Fluvial;4;2023-02-28;3
América do Sul;4;Colômbia;29;Amapá;3;Fluvial;4;2023-03-31;4
América do Sul;4;Colômbia;29;Amapá;3;Fluvial;4;2023-04-30;4
América do Sul;4;Colômbia;29;Amapá;3;Fluvial;4;2023-05-31;2
América do Sul;4;Colômbia;29;Amapá;3;Fluvial;4;2023-06-30;9
América do Sul;4;Colômbia;29;Amapá;3;Fluvial;4;2023-07-31;3
América do Sul;4;Colômbia;29;Amapá;3;Fluvial;4;2023-08-31;3
América do Sul;4;Colômbia;29;Amapá;3;Fluvial;4;2023-09-30;4
América do Sul;4;Colômbia;29;Amapá;3;Fluvial;4;2023-11-30;2
África;1;Outros países;11;Amapá;3;Fluvial;4;2023-03-31;1
Europa;6;Croácia;61;Amapá;3;Fluvial;4;2023-01-31;1
América Central e Caribe;2;Cuba;13;Amapá;3;Fluvial;4;2023-07-31;0
América Central e Caribe;2;Cuba;13;Amapá;3;Fluvial;4;2023-08-31;1
América Central e Caribe;2;Cuba;13;Amapá;3;Fluvial;4;2023-09-30;0
América Central e Caribe;2;Cuba;13;Amapá;3;Fluvial;4;2023-10-31;0
Europa;6;Dinamarca;62;Amapá;3;Fluvial;4;2023-07-31;0
América Central e Caribe;2;Outros países;22;Amapá;3;Fluvial;4;2023-03-31;0
América Central e Caribe;2;Outros países;22;Amapá;3;Fluvial;4;2023-06-30;1
Europa;6;Eslováquia;63;Amapá;3;Fluvial;4;2023-04-30;0
Europa;6;Eslováquia;63;Amapá;3;Fluvial;4;2023-08-31;0
Europa;6;Eslovênia;64;Amapá;3;Fluvial;4;2023-01-31;1
Europa;6;Eslovênia;64;Amapá;3;Fluvial;4;2023-03-31;1
Europa;6;Espanha;65;Amapá;3;Fluvial;4;2023-02-28;2
Europa;6;Espanha;65;Amapá;3;Fluvial;4;2023-03-31;1
Europa;6;Espanha;65;Amapá;3;Fluvial;4;2023-04-30;3
Europa;6;Espanha;65;Amapá;3;Fluvial;4;2023-06-30;0
Europa;6;Espanha;65;Amapá;3;Fluvial;4;2023-07-31;5
Europa;6;Espanha;65;Amapá;3;Fluvial;4;2023-08-31;3
América do Norte;3;Estados Unidos;24;Amapá;3;Fluvial;4;2023-03-31;1
América do Norte;3;Estados Unidos;24;Amapá;3;Fluvial;4;2023-06-30;2
América do Norte;3;Estados Unidos;24;Amapá;3;Fluvial;4;2023-08-31;0
América do Norte;3;Estados Unidos;24;Amapá;3;Fluvial;4;2023-09-30;1
Europa;6;Estônia;66;Amapá;3;Fluvial;4;2023-10-31;1
Oceania;7;Outros países;92;Amapá;3;Fluvial;4;2023-06-30;0
Ásia;5;Filipinas;43;Amapá;3;Fluvial;4;2023-07-31;0
Europa;6;Finlândia;67;Amapá;3;Fluvial;4;2023-01-31;0
Europa;6;Finlândia;67;Amapá;3;Fluvial;4;2023-09-30;1
Europa;6;Finlândia;67;Amapá;3;Fluvial;4;2023-10-31;1
Europa;6;Finlândia;67;Amapá;3;Fluvial;4;2023-12-31;1
Europa;6;França;68;Amapá;3;Fluvial;4;2023-01-31;275
Europa;6;França;68;Amapá;3;Fluvial;4;2023-02-28;546
Europa;6;França;68;Amapá;3;Fluvial;4;2023-03-31;194
Europa;6;França;68;Amapá;3;Fluvial;4;2023-06-30;226
Europa;6;França;68;Amapá;3;Fluvial;4;2023-07-31;925
Europa;6;França;68;Amapá;3;Fluvial;4;2023-08-31;831
Europa;6;França;68;Amapá;3;Fluvial;4;2023-09-30;192
África;1;Gana;5;Amapá;3;Fluvial;4;2023-11-30;0
Europa;6;Grécia;69;Amapá;3;Fluvial;4;2023-03-31;0
Europa;6;Grécia;69;Amapá;3;Fluvial;4;2023-05-31;0
América Central e Caribe;2;Guatemala;15;Amapá;3;Fluvial;4;2023-03-31;0
América Central e Caribe;2;Guatemala;15;Amapá;3;Fluvial;4;2023-05-31;1
América Central e Caribe;2;Guatemala;15;Amapá;3;Fluvial;4;2023-08-31;0
América Central e Caribe;2;Guatemala;15;Amapá;3;Fluvial;4;2023-09-30;0
América Central e Caribe;2;Guatemala;15;Amapá;3;Fluvial;4;2023-10-31;1
América Central e Caribe;2;Guatemala;15;Amapá;3;Fluvial;4;2023-11-30;1
América do Sul;4;Guiana;31;Amapá;3;Fluvial;4;2023-02-28;2
América do Sul;4;Guiana;31;Amapá;3;Fluvial;4;2023-03-31;1
América do Sul;4;Guiana;31;Amapá;3;Fluvial;4;2023-04-30;1
América do Sul;4;Guiana;31;Amapá;3;Fluvial;4;2023-05-31;1
América do Sul;4;Guiana;31;Amapá;3;Fluvial;4;2023-06-30;0
América do Sul;4;Guiana;31;Amapá;3;Fluvial;4;2023-07-31;4
América do Sul;4;Guiana;31;Amapá;3;Fluvial;4;2023-08-31;2
América do Sul;4;Guiana;31;Amapá;3;Fluvial;4;2023-09-30;0
América do Sul;4;Guiana;31;Amapá;3;Fluvial;4;2023-11-30;1
América do Sul;4;Guiana;31;Amapá;3;Fluvial;4;2023-12-31;3
América do Sul;4;Guiana Francesa;32;Amapá;3;Fluvial;4;2023-03-31;1
América Central e Caribe;2;Haiti;16;Amapá;3;Fluvial;4;2023-03-31;0
América Central e Caribe;2;Haiti;16;Amapá;3;Fluvial;4;2023-04-30;3
América Central e Caribe;2;Haiti;16;Amapá;3;Fluvial;4;2023-05-31;4
América Central e Caribe;2;Haiti;16;Amapá;3;Fluvial;4;2023-06-30;1
América Central e Caribe;2;Haiti;16;Amapá;3;Fluvial;4;2023-07-31;1
América Central e Caribe;2;Haiti;16;Amapá;3;Fluvial;4;2023-08-31;1
América Central e Caribe;2;Haiti;16;Amapá;3;Fluvial;4;2023-10-31;2
América Central e Caribe;2;Haiti;16;Amapá;3;Fluvial;4;2023-11-30;2
América Central e Caribe;2;Haiti;16;Amapá;3;Fluvial;4;2023-12-31;1
Europa;6;Holanda;70;Amapá;3;Fluvial;4;2023-03-31;0
Europa;6;Holanda;70;Amapá;3;Fluvial;4;2023-06-30;0
Europa;6;Holanda;70;Amapá;3;Fluvial;4;2023-07-31;0
Europa;6;Holanda;70;Amapá;3;Fluvial;4;2023-08-31;3
Europa;6;Holanda;70;Amapá;3;Fluvial;4;2023-09-30;0
Europa;6;Hungria;71;Amapá;3;Fluvial;4;2023-06-30;1
Europa;6;Hungria;71;Amapá;3;Fluvial;4;2023-07-31;0
Europa;6;Hungria;71;Amapá;3;Fluvial;4;2023-08-31;0
Ásia;5;Outros países;56;Amapá;3;Fluvial;4;2023-10-31;2
Ásia;5;Índia;44;Amapá;3;Fluvial;4;2023-01-31;2
Ásia;5;Indonésia;45;Amapá;3;Fluvial;4;2023-09-30;0
Europa;6;Irlanda;72;Amapá;3;Fluvial;4;2023-05-31;0
